date,location,new_cases,new_deaths,total_cases,total_deaths
2/21/2020,France,0,0,12,1
2/21/2020,Germany,0,,16,
2/21/2020,India,0,,3,
2/21/2020,International,13,0,634,2
2/21/2020,Iran,3,0,5,2
2/21/2020,Italy,0,,3,
2/21/2020,Japan,8,0,93,1
2/21/2020,Malaysia,0,,22,
2/21/2020,Nepal,0,,1,
2/21/2020,Philippines,0,0,3,1
2/21/2020,South Korea,100,0,204,1
2/21/2020,Russia,0,,2,
2/21/2020,Singapore,1,,85,
2/21/2020,Spain,0,,2,
2/21/2020,Sri Lanka,0,,1,
2/21/2020,Sweden,0,,1,
2/21/2020,Thailand,0,,35,
2/21/2020,United Kingdom,0,,9,
2/21/2020,United Arab Emirates,0,,9,
2/21/2020,United States,0,,15,
2/21/2020,Vietnam,0,,16,
2/21/2020,World,1021,118,76769,2247
2/22/2020,Australia,4,,21,
2/22/2020,Belgium,0,,1,
2/22/2020,Cambodia,0,,1,
2/22/2020,Canada,0,,8,
2/22/2020,China,823,109,76392,2348
2/22/2020,Egypt,0,,1,
2/22/2020,Finland,0,,1,
2/22/2020,France,0,0,12,1
2/22/2020,Germany,0,,16,
2/22/2020,India,0,,3,
2/22/2020,International,0,0,634,2
2/22/2020,Iran,13,2,18,4
2/22/2020,Israel,,,1,
2/22/2020,Italy,6,,9,
2/22/2020,Japan,12,0,105,1
2/22/2020,Lebanon,,,1,
2/22/2020,Malaysia,0,,22,
2/22/2020,Nepal,0,,1,
2/22/2020,Philippines,0,0,3,1
2/22/2020,South Korea,142,1,346,2
2/22/2020,Russia,0,,2,
2/22/2020,Singapore,1,,86,
2/22/2020,Spain,0,,2,
2/22/2020,Sri Lanka,0,,1,
2/22/2020,Sweden,0,,1,
2/22/2020,Thailand,0,,35,
2/22/2020,United Kingdom,0,,9,
2/22/2020,United Arab Emirates,2,,11,
2/22/2020,United States,20,,35,
2/22/2020,Vietnam,0,,16,
2/22/2020,World,1023,112,77794,2359
2/23/2020,Australia,1,,22,
2/23/2020,Belgium,0,,1,
2/23/2020,Cambodia,0,,1,
2/23/2020,Canada,1,,9,
2/23/2020,China,650,97,77042,2445
2/23/2020,Egypt,0,,1,
2/23/2020,Finland,0,,1,
2/23/2020,France,0,0,12,1
2/23/2020,Germany,0,,16,
2/23/2020,India,0,,3,
2/23/2020,International,0,1,634,3
2/23/2020,Iran,10,1,28,5
2/23/2020,Israel,0,,1,
2/23/2020,Italy,67,,76,2
2/23/2020,Japan,27,0,132,1
2/23/2020,Lebanon,0,,1,
2/23/2020,Malaysia,0,,22,
2/23/2020,Nepal,0,,1,
2/23/2020,Philippines,0,0,3,1
2/23/2020,South Korea,256,3,602,5
2/23/2020,Russia,0,,2,
2/23/2020,Singapore,3,,89,
2/23/2020,Spain,0,,2,
2/23/2020,Sri Lanka,0,,1,
2/23/2020,Sweden,0,,1,
2/23/2020,Thailand,0,,35,
2/23/2020,United Kingdom,0,,9,
2/23/2020,United Arab Emirates,2,,13,
2/23/2020,United States,0,,35,
2/23/2020,Vietnam,0,,16,
2/23/2020,World,1017,102,78811,2463
2/24/2020,Australia,0,,22,
2/24/2020,Belgium,0,,1,
2/24/2020,Cambodia,0,,1,
2/24/2020,Canada,0,,9,
2/24/2020,China,220,150,77262,2595
2/24/2020,Egypt,0,,1,
2/24/2020,Finland,0,,1,
2/24/2020,France,0,0,12,1
2/24/2020,Germany,0,,16,
2/24/2020,India,0,,3,
2/24/2020,International,61,0,695,3
2/24/2020,Iran,15,3,43,8
2/24/2020,Israel,0,,1,
2/24/2020,Italy,48,0,124,2
2/24/2020,Japan,12,0,144,1
2/24/2020,Kuwait,,,3,
2/24/2020,Lebanon,0,,1,
2/24/2020,Malaysia,0,,22,
2/24/2020,Nepal,0,,1,
2/24/2020,Philippines,0,0,3,1
2/24/2020,South Korea,161,2,763,7
2/24/2020,Russia,0,,2,
2/24/2020,Singapore,0,,89,
2/24/2020,Spain,0,,2,
2/24/2020,Sri Lanka,0,,1,
2/24/2020,Sweden,0,,1,
2/24/2020,Thailand,0,,35,
2/24/2020,United Kingdom,0,,9,
2/24/2020,United Arab Emirates,0,,13,
2/24/2020,United States,0,,35,
2/24/2020,Vietnam,0,,16,
2/24/2020,World,517,155,79331,2618
2/25/2020,Afghanistan,,,1,
2/25/2020,Australia,0,,22,
2/25/2020,Bahrain,,,8,
2/25/2020,Belgium,0,,1,
2/25/2020,Cambodia,0,,1,
2/25/2020,Canada,1,,10,
2/25/2020,China,518,71,77780,2666
2/25/2020,Egypt,0,,1,
2/25/2020,Finland,0,,1,
2/25/2020,France,0,0,12,1
2/25/2020,Germany,0,,16,
2/25/2020,India,0,,3,
2/25/2020,International,-4,0,691,3
2/25/2020,Iran,18,4,61,12
2/25/2020,Iraq,,,1,
2/25/2020,Israel,1,,2,
2/25/2020,Italy,105,4,229,6
2/25/2020,Japan,13,0,157,1
2/25/2020,Kuwait,5,,8,
2/25/2020,Lebanon,0,,1,
2/25/2020,Malaysia,0,,22,
2/25/2020,Nepal,0,,1,
2/25/2020,Oman,,,2,
2/25/2020,Philippines,0,0,3,1
2/25/2020,South Korea,214,3,977,10
2/25/2020,Russia,0,,2,
2/25/2020,Singapore,1,,90,
2/25/2020,Spain,0,,2,
2/25/2020,Sri Lanka,0,,1,
2/25/2020,Sweden,0,,1,
2/25/2020,Thailand,2,,37,
2/25/2020,United Kingdom,4,,13,
2/25/2020,United Arab Emirates,0,,13,
2/25/2020,United States,18,,53,
2/25/2020,Vietnam,0,,16,
2/25/2020,World,896,82,80239,2700
2/26/2020,Afghanistan,0,,1,
2/26/2020,Algeria,,,1,
2/26/2020,Australia,1,,23,
2/26/2020,Austria,,,2,
2/26/2020,Bahrain,18,,26,
2/26/2020,Belgium,0,,1,
2/26/2020,Cambodia,0,,1,
2/26/2020,Canada,0,,10,
2/26/2020,China,411,52,78191,2718
2/26/2020,Croatia,,,2,
2/26/2020,Egypt,0,,1,
2/26/2020,Finland,0,,1,
2/26/2020,France,0,0,12,1
2/26/2020,Germany,2,,18,
2/26/2020,India,0,,3,
2/26/2020,International,0,0,691,3
2/26/2020,Iran,34,3,95,15
2/26/2020,Iraq,4,,5,
2/26/2020,Israel,0,,2,
2/26/2020,Italy,93,5,322,11
2/26/2020,Japan,7,0,164,1
2/26/2020,Kuwait,4,,12,
2/26/2020,Lebanon,0,,1,
2/26/2020,Malaysia,0,,22,
2/26/2020,Nepal,0,,1,
2/26/2020,Oman,2,,4,
2/26/2020,Philippines,0,0,3,1
2/26/2020,South Korea,284,2,1261,12
2/26/2020,Russia,0,,2,
2/26/2020,Singapore,1,,91,
2/26/2020,Spain,0,,2,
2/26/2020,Sri Lanka,0,,1,
2/26/2020,Sweden,0,,1,
2/26/2020,Switzerland,,,1,
2/26/2020,Thailand,3,,40,
2/26/2020,United Kingdom,0,,13,
2/26/2020,United Arab Emirates,0,,13,
2/26/2020,United States,0,,53,
2/26/2020,Vietnam,0,,16,
2/26/2020,World,864,62,81109,2762
2/27/2020,Afghanistan,0,,1,
2/27/2020,Algeria,0,,1,
2/27/2020,Australia,0,,23,
2/27/2020,Austria,0,,2,
2/27/2020,Bahrain,7,,33,
2/27/2020,Belgium,0,,1,
2/27/2020,Brazil,,,1,
2/27/2020,Cambodia,0,,1,
2/27/2020,Canada,1,,11,
2/27/2020,China,439,29,78630,2747
2/27/2020,Croatia,1,,3,
2/27/2020,Denmark,,,1,
2/27/2020,Egypt,0,,1,
2/27/2020,Estonia,,,1,
2/27/2020,Finland,1,,2,
2/27/2020,France,6,1,18,2
2/27/2020,Georgia,,,1,
2/27/2020,Germany,3,,21,
2/27/2020,Greece,,,1,
2/27/2020,India,0,,3,
2/27/2020,International,14,1,705,4
2/27/2020,Iran,46,7,141,22
2/27/2020,Iraq,1,,6,
2/27/2020,Israel,0,,2,
2/27/2020,Italy,78,1,400,12
2/27/2020,Japan,22,2,186,3
2/27/2020,Kuwait,31,,43,
2/27/2020,Lebanon,1,,2,
2/27/2020,Malaysia,0,,22,
2/27/2020,Nepal,0,,1,
2/27/2020,Macedonia,,,1,
2/27/2020,Norway,,,1,
2/27/2020,Oman,0,,4,
2/27/2020,Pakistan,,,2,
2/27/2020,Philippines,0,0,3,1
2/27/2020,South Korea,505,1,1766,13
2/27/2020,Romania,,,1,
2/27/2020,Russia,0,,2,
2/27/2020,Singapore,2,,93,
2/27/2020,Spain,10,,12,
2/27/2020,Sri Lanka,0,,1,
2/27/2020,Sweden,1,,2,
2/27/2020,Switzerland,0,,1,
2/27/2020,Thailand,0,,40,
2/27/2020,United Kingdom,0,,13,
2/27/2020,United Arab Emirates,0,,13,
2/27/2020,United States,6,,59,
2/27/2020,Vietnam,0,,16,
2/27/2020,World,1175,42,82294,2804
2/28/2020,Afghanistan,0,,1,
2/28/2020,Algeria,0,,1,
2/28/2020,Australia,0,,23,
2/28/2020,Austria,2,,4,
2/28/2020,Bahrain,0,,33,
2/28/2020,Belarus,,,1,
2/28/2020,Belgium,0,,1,
2/28/2020,Brazil,0,,1,
2/28/2020,Cambodia,0,,1,
2/28/2020,Canada,0,,11,
2/28/2020,China,331,44,78961,2791
2/28/2020,Croatia,0,,3,
2/28/2020,Denmark,0,,1,
2/28/2020,Egypt,0,,1,
2/28/2020,Estonia,0,,1,
2/28/2020,Finland,0,,2,
2/28/2020,France,20,0,38,2
2/28/2020,Georgia,0,,1,
2/28/2020,Germany,5,,26,
2/28/2020,Greece,2,,3,
2/28/2020,India,0,,3,
2/28/2020,International,0,0,705,4
2/28/2020,Iran,104,4,245,26
2/28/2020,Iraq,1,,7,
2/28/2020,Israel,1,,3,
2/28/2020,Italy,250,5,650,17
2/28/2020,Japan,24,1,210,4
2/28/2020,Kuwait,0,,43,
2/28/2020,Lebanon,0,,2,
2/28/2020,Lithuania,,,1,
2/28/2020,Malaysia,2,,24,
2/28/2020,Nepal,0,,1,
2/28/2020,Netherlands,,,1,
2/28/2020,New Zealand,,,1,
2/28/2020,Nigeria,,,1,
2/28/2020,Macedonia,0,,1,
2/28/2020,Norway,3,,4,
2/28/2020,Oman,2,,6,
2/28/2020,Pakistan,0,,2,
2/28/2020,Philippines,0,0,3,1
2/28/2020,South Korea,571,0,2337,13
2/28/2020,Romania,0,,1,
2/28/2020,Russia,0,,2,
2/28/2020,Singapore,3,,96,
2/28/2020,Spain,13,,25,
2/28/2020,Sri Lanka,0,,1,
2/28/2020,Sweden,5,,7,
2/28/2020,Switzerland,5,,6,
2/28/2020,Thailand,0,,40,
2/28/2020,United Kingdom,3,,16,
2/28/2020,United Arab Emirates,6,,19,
2/28/2020,United States,0,,59,
2/28/2020,Vietnam,0,,16,
2/28/2020,World,1353,54,83652,2858
2/29/2020,Afghanistan,0,,1,
2/29/2020,Algeria,0,,1,
2/29/2020,Australia,1,,24,
2/29/2020,Austria,1,,5,
2/29/2020,Bahrain,5,,38,
2/29/2020,Belarus,0,,1,
2/29/2020,Belgium,0,,1,
2/29/2020,Brazil,0,,1,
2/29/2020,Cambodia,0,,1,
2/29/2020,Canada,3,,14,
2/29/2020,China,433,47,79394,2838
2/29/2020,Croatia,2,,5,
2/29/2020,Denmark,1,,2,
2/29/2020,Egypt,0,,1,
2/29/2020,Estonia,0,,1,
2/29/2020,Finland,0,,2,
2/29/2020,France,19,0,57,2
2/29/2020,Georgia,1,,2,
2/29/2020,Germany,31,,57,
2/29/2020,Greece,0,,3,
2/29/2020,India,0,,3,
2/29/2020,International,0,2,705,6
2/29/2020,Iran,143,8,388,34
2/29/2020,Iraq,1,,8,
2/29/2020,Israel,2,,5,
2/29/2020,Italy,238,4,888,21
2/29/2020,Japan,20,1,230,5
2/29/2020,Kuwait,2,,45,
2/29/2020,Lebanon,0,,2,
2/29/2020,Lithuania,0,,1,
2/29/2020,Malaysia,0,,24,
2/29/2020,Mexico,,,2,
2/29/2020,Nepal,0,,1,
2/29/2020,Netherlands,1,,2,
2/29/2020,New Zealand,0,,1,
2/29/2020,Nigeria,0,,1,
2/29/2020,Macedonia,0,,1,
2/29/2020,Norway,2,,6,
2/29/2020,Oman,0,,6,
2/29/2020,Pakistan,0,,2,
2/29/2020,Philippines,0,0,3,1
2/29/2020,South Korea,813,4,3150,17
2/29/2020,Romania,2,,3,
2/29/2020,Russia,0,,2,
2/29/2020,San Marino,,,1,
2/29/2020,Singapore,2,,98,
2/29/2020,Spain,7,,32,
2/29/2020,Sri Lanka,0,,1,
2/29/2020,Sweden,5,,12,
2/29/2020,Switzerland,4,,10,
2/29/2020,Thailand,2,,42,
2/29/2020,United Kingdom,4,,20,
2/29/2020,United Arab Emirates,0,,19,
2/29/2020,United States,3,,62,
2/29/2020,Vietnam,0,,16,
2/29/2020,World,1748,66,85403,2924
3/1/2020,Afghanistan,0,,1,
3/1/2020,Algeria,0,,1,
3/1/2020,Australia,1,,25,
3/1/2020,Austria,5,,10,
3/1/2020,Azerbaijan,,,3,
3/1/2020,Bahrain,2,,40,
3/1/2020,Belarus,0,,1,
3/1/2020,Belgium,0,,1,
3/1/2020,Brazil,1,,2,
3/1/2020,Cambodia,0,,1,
3/1/2020,Canada,5,,19,
3/1/2020,China,574,35,79968,2873
3/1/2020,Croatia,2,,7,
3/1/2020,Denmark,1,,3,
3/1/2020,Ecuador,,,1,
3/1/2020,Egypt,0,,1,
3/1/2020,Estonia,0,,1,
3/1/2020,Finland,0,,2,
3/1/2020,France,43,0,100,2
3/1/2020,Georgia,1,,3,
3/1/2020,Germany,0,,57,
3/1/2020,Greece,0,,3,
3/1/2020,India,0,,3,
3/1/2020,International,0,0,705,6
3/1/2020,Iran,205,9,593,43
3/1/2020,Iraq,5,,13,
3/1/2020,Ireland,,,1,
3/1/2020,Israel,2,,7,
3/1/2020,Italy,240,8,1128,29
3/1/2020,Japan,9,0,239,5
3/1/2020,Kuwait,0,,45,
3/1/2020,Lebanon,0,,2,
3/1/2020,Lithuania,0,,1,
3/1/2020,Malaysia,0,,24,
3/1/2020,Mexico,0,,2,
3/1/2020,Monaco,,,1,
3/1/2020,Nepal,0,,1,
3/1/2020,Netherlands,5,,7,
3/1/2020,New Zealand,0,,1,
3/1/2020,Nigeria,0,,1,
3/1/2020,Macedonia,0,,1,
3/1/2020,Norway,9,,15,
3/1/2020,Oman,0,,6,
3/1/2020,Pakistan,2,,4,
3/1/2020,Philippines,0,0,3,1
3/1/2020,Qatar,,,1,
3/1/2020,South Korea,586,1,3736,18
3/1/2020,Romania,0,,3,
3/1/2020,Russia,0,,2,
3/1/2020,San Marino,0,,1,
3/1/2020,Singapore,4,,102,
3/1/2020,Spain,13,,45,
3/1/2020,Sri Lanka,0,,1,
3/1/2020,Sweden,1,,13,
3/1/2020,Switzerland,8,,18,
3/1/2020,Thailand,0,,42,
3/1/2020,United Kingdom,3,,23,
3/1/2020,United Arab Emirates,0,,19,
3/1/2020,United States,0,,62,
3/1/2020,Vietnam,0,,16,
3/1/2020,World,1727,53,87137,2977
3/2/2020,Afghanistan,0,,1,
3/2/2020,Algeria,0,,1,
3/2/2020,Armenia,,,1,
3/2/2020,Australia,2,,27,1
3/2/2020,Austria,0,,10,
3/2/2020,Azerbaijan,0,,3,
3/2/2020,Bahrain,7,,47,
3/2/2020,Belarus,0,,1,
3/2/2020,Belgium,0,,1,
3/2/2020,Brazil,0,,2,
3/2/2020,Cambodia,0,,1,
3/2/2020,Canada,0,,19,
3/2/2020,China,206,42,80174,2915
3/2/2020,Croatia,0,,7,
3/2/2020,Czech Republic,,,3,
3/2/2020,Denmark,1,,4,
3/2/2020,Dominican Republic,,,1,
3/2/2020,Ecuador,0,,1,
3/2/2020,Egypt,1,,2,
3/2/2020,Estonia,0,,1,
3/2/2020,Finland,4,,6,
3/2/2020,France,0,0,100,2
3/2/2020,Georgia,0,,3,
3/2/2020,Germany,72,,129,
3/2/2020,Greece,4,,7,
3/2/2020,Iceland,,,2,
3/2/2020,India,0,,3,
3/2/2020,Indonesia,,,2,
3/2/2020,International,1,0,706,6
3/2/2020,Iran,385,11,978,54
3/2/2020,Iraq,6,,19,
3/2/2020,Ireland,0,,1,
3/2/2020,Israel,0,,7,
3/2/2020,Italy,561,6,1689,35
3/2/2020,Japan,15,1,254,6
3/2/2020,Kuwait,11,,56,
3/2/2020,Lebanon,8,,10,
3/2/2020,Lithuania,0,,1,
3/2/2020,Luxembourg,,,1,
3/2/2020,Malaysia,0,,24,
3/2/2020,Mexico,3,,5,
3/2/2020,Monaco,0,,1,
3/2/2020,Nepal,0,,1,
3/2/2020,Netherlands,6,,13,
3/2/2020,New Zealand,0,,1,
3/2/2020,Nigeria,0,,1,
3/2/2020,Macedonia,0,,1,
3/2/2020,Norway,4,,19,
3/2/2020,Oman,0,,6,
3/2/2020,Pakistan,0,,4,
3/2/2020,Philippines,0,0,3,1
3/2/2020,Qatar,2,,3,
3/2/2020,South Korea,476,4,4212,22
3/2/2020,Romania,0,,3,
3/2/2020,Russia,0,,2,
3/2/2020,San Marino,0,,1,
3/2/2020,Singapore,4,,106,
3/2/2020,Spain,0,,45,
3/2/2020,Sri Lanka,0,,1,
3/2/2020,Sweden,1,,14,
3/2/2020,Switzerland,6,,24,
3/2/2020,Thailand,0,,42,1
3/2/2020,United Kingdom,13,,36,
3/2/2020,United Arab Emirates,2,,21,
3/2/2020,United States,0,,62,
3/2/2020,Vietnam,0,,16,
3/2/2020,World,1801,64,88948,3043
3/3/2020,Afghanistan,0,,1,
3/3/2020,Algeria,4,,5,
3/3/2020,Andorra,,,1,
3/3/2020,Armenia,0,,1,
3/3/2020,Australia,6,0,33,1
3/3/2020,Austria,8,,18,
3/3/2020,Azerbaijan,0,,3,
3/3/2020,Bahrain,2,,49,
3/3/2020,Belarus,0,,1,
3/3/2020,Belgium,7,,8,
3/3/2020,Brazil,0,,2,
3/3/2020,Cambodia,0,,1,
3/3/2020,Canada,8,,27,
3/3/2020,China,130,31,80304,2946
3/3/2020,Croatia,1,,8,
3/3/2020,Czech Republic,0,,3,
3/3/2020,Denmark,1,,5,
3/3/2020,Dominican Republic,0,,1,
3/3/2020,Ecuador,5,,6,
3/3/2020,Egypt,0,,2,
3/3/2020,Estonia,0,,1,
3/3/2020,Finland,1,,7,
3/3/2020,France,91,1,191,3
3/3/2020,Georgia,0,,3,
3/3/2020,Germany,28,,157,
3/3/2020,Greece,0,,7,
3/3/2020,Iceland,7,,9,
3/3/2020,India,2,,5,
3/3/2020,Indonesia,0,,2,
3/3/2020,International,0,0,706,6
3/3/2020,Iran,523,12,1501,66
3/3/2020,Iraq,7,,26,
3/3/2020,Ireland,0,,1,
3/3/2020,Israel,3,,10,
3/3/2020,Italy,347,17,2036,52
3/3/2020,Japan,14,0,268,6
3/3/2020,Jordan,,,1,
3/3/2020,Kuwait,0,,56,
3/3/2020,Latvia,,,1,
3/3/2020,Lebanon,3,,13,
3/3/2020,Lithuania,0,,1,
3/3/2020,Luxembourg,0,,1,
3/3/2020,Malaysia,5,,29,
3/3/2020,Mexico,0,,5,
3/3/2020,Monaco,0,,1,
3/3/2020,Morocco,,,1,
3/3/2020,Nepal,0,,1,
3/3/2020,Netherlands,5,,18,
3/3/2020,New Zealand,1,,2,
3/3/2020,Nigeria,0,,1,
3/3/2020,Macedonia,0,,1,
3/3/2020,Norway,6,,25,
3/3/2020,Oman,0,,6,
3/3/2020,Pakistan,1,,5,
3/3/2020,Philippines,0,0,3,1
3/3/2020,Portugal,,,2,
3/3/2020,Qatar,4,,7,
3/3/2020,South Korea,600,6,4812,28
3/3/2020,Romania,0,,3,
3/3/2020,Russia,1,,3,
3/3/2020,San Marino,7,,8,
3/3/2020,Saudi Arabia,,,1,
3/3/2020,Senegal,,,1,
3/3/2020,Singapore,2,,108,
3/3/2020,Spain,69,,114,
3/3/2020,Sri Lanka,0,,1,
3/3/2020,Sweden,1,,15,
3/3/2020,Switzerland,6,,30,
3/3/2020,Thailand,1,0,43,1
3/3/2020,United Kingdom,3,,39,
3/3/2020,Tunisia,,,1,
3/3/2020,United Arab Emirates,0,,21,
3/3/2020,United States,2,,64,2
3/3/2020,Vietnam,0,,16,
3/3/2020,World,1912,67,90869,3112
3/4/2020,Afghanistan,0,,1,
3/4/2020,Algeria,0,,5,
3/4/2020,Andorra,0,,1,
3/4/2020,Argentina,,,1,
3/4/2020,Armenia,0,,1,
3/4/2020,Australia,10,0,43,1
3/4/2020,Austria,6,,24,
3/4/2020,Azerbaijan,0,,3,
3/4/2020,Bahrain,0,,49,
3/4/2020,Belarus,0,,1,
3/4/2020,Belgium,0,,8,
3/4/2020,Brazil,0,,2,
3/4/2020,Cambodia,0,,1,
3/4/2020,Canada,3,,30,
3/4/2020,Chile,,,1,
3/4/2020,China,118,38,80422,2984
3/4/2020,Croatia,1,,9,
3/4/2020,Czech Republic,2,,5,
3/4/2020,Denmark,3,,8,
3/4/2020,Dominican Republic,0,,1,
3/4/2020,Ecuador,1,,7,
3/4/2020,Egypt,0,,2,
3/4/2020,Estonia,1,,2,
3/4/2020,Finland,0,,7,
3/4/2020,France,21,1,212,4
3/4/2020,Georgia,0,,3,
3/4/2020,Germany,39,,196,
3/4/2020,Greece,0,,7,
3/4/2020,Iceland,7,,16,
3/4/2020,India,1,,6,
3/4/2020,Indonesia,0,,2,
3/4/2020,International,0,0,706,6
3/4/2020,Iran,835,11,2336,77
3/4/2020,Iraq,5,,31,
3/4/2020,Ireland,1,,2,
3/4/2020,Israel,2,,12,
3/4/2020,Italy,466,28,2502,80
3/4/2020,Japan,16,0,284,6
3/4/2020,Jordan,0,,1,
3/4/2020,Kuwait,0,,56,
3/4/2020,Latvia,0,,1,
3/4/2020,Lebanon,0,,13,
3/4/2020,Lithuania,0,,1,
3/4/2020,Luxembourg,0,,1,
3/4/2020,Malaysia,21,,50,
3/4/2020,Mexico,0,,5,
3/4/2020,Monaco,0,,1,
3/4/2020,Morocco,0,,1,
3/4/2020,Nepal,0,,1,
3/4/2020,Netherlands,10,,28,
3/4/2020,New Zealand,0,,2,
3/4/2020,Nigeria,0,,1,
3/4/2020,Macedonia,0,,1,
3/4/2020,Norway,7,,32,
3/4/2020,Oman,6,,12,
3/4/2020,Pakistan,0,,5,
3/4/2020,Philippines,0,0,3,1
3/4/2020,Poland,,,1,
3/4/2020,Portugal,0,,2,
3/4/2020,Qatar,1,,8,
3/4/2020,South Korea,516,4,5328,32
3/4/2020,Romania,1,,4,
3/4/2020,Russia,0,,3,
3/4/2020,San Marino,0,,8,
3/4/2020,Saudi Arabia,0,,1,
3/4/2020,Senegal,0,,1,
3/4/2020,Singapore,2,,110,
3/4/2020,Spain,37,,151,
3/4/2020,Sri Lanka,0,,1,
3/4/2020,Sweden,9,,24,
3/4/2020,Switzerland,7,,37,
3/4/2020,Thailand,0,0,43,1
3/4/2020,United Kingdom,12,,51,
3/4/2020,Tunisia,0,,1,
3/4/2020,Ukraine,,,1,
3/4/2020,United Arab Emirates,6,,27,
3/4/2020,United States,44,4,108,6
3/4/2020,Vietnam,0,,16,
3/4/2020,World,2217,86,93090,3198
3/5/2020,Afghanistan,0,,1,
3/5/2020,Algeria,7,,12,
3/5/2020,Andorra,0,,1,
3/5/2020,Argentina,0,,1,
3/5/2020,Armenia,0,,1,
3/5/2020,Australia,14,0,57,1
3/5/2020,Austria,13,,37,
3/5/2020,Azerbaijan,0,,3,
3/5/2020,Bahrain,0,,49,
3/5/2020,Belarus,5,,6,
3/5/2020,Belgium,15,,23,
3/5/2020,Bosnia and Herzegovina,,,2,
3/5/2020,Brazil,1,,3,
3/5/2020,Cambodia,0,,1,
3/5/2020,Canada,0,,30,
3/5/2020,Chile,0,,1,
3/5/2020,China,143,31,80565,3015
3/5/2020,Croatia,0,,9,
3/5/2020,Czech Republic,0,,5,
3/5/2020,Denmark,2,,10,
3/5/2020,Dominican Republic,0,,1,
3/5/2020,Ecuador,0,,7,
3/5/2020,Egypt,0,,2,
3/5/2020,Estonia,0,,2,
3/5/2020,Finland,0,,7,
3/5/2020,France,70,0,282,4
3/5/2020,Georgia,0,,3,
3/5/2020,Germany,66,,262,
3/5/2020,Gibraltar,,,1,
3/5/2020,Greece,2,,9,
3/5/2020,Hungary,,,2,
3/5/2020,Iceland,10,,26,
3/5/2020,India,23,,29,
3/5/2020,Indonesia,0,,2,
3/5/2020,International,0,0,706,6
3/5/2020,Iran,586,15,2922,92
3/5/2020,Iraq,5,,36,2
3/5/2020,Ireland,0,,2,
3/5/2020,Israel,3,,15,
3/5/2020,Italy,587,27,3089,107
3/5/2020,Japan,33,0,317,6
3/5/2020,Jordan,0,,1,
3/5/2020,Kuwait,2,,58,
3/5/2020,Latvia,0,,1,
3/5/2020,Lebanon,0,,13,
3/5/2020,Liechtenstein,,,1,
3/5/2020,Lithuania,0,,1,
3/5/2020,Luxembourg,0,,1,
3/5/2020,Malaysia,0,,50,
3/5/2020,Mexico,0,,5,
3/5/2020,Monaco,0,,1,
3/5/2020,Morocco,1,,2,
3/5/2020,Nepal,0,,1,
3/5/2020,Netherlands,10,,38,
3/5/2020,New Zealand,0,,2,
3/5/2020,Nigeria,0,,1,
3/5/2020,Macedonia,0,,1,
3/5/2020,Norway,24,,56,
3/5/2020,Palestine,,,4,
3/5/2020,Oman,3,,15,
3/5/2020,Pakistan,0,,5,
3/5/2020,Philippines,0,0,3,1
3/5/2020,Poland,0,,1,
3/5/2020,Portugal,5,,7,
3/5/2020,Qatar,0,,8,
