date,location,new_cases,new_deaths,total_cases,total_deaths
3/12/2020,Dominican Republic,0,,5,
3/12/2020,Ecuador,2,,17,
3/12/2020,Egypt,8,0,67,1
3/12/2020,Estonia,0,,13,
3/12/2020,Faeroe Islands,0,,2,
3/12/2020,Finland,0,,40,
3/12/2020,France,495,15,2269,48
3/12/2020,French Guiana,0,,5,
3/12/2020,French Polynesia,,,1,
3/12/2020,Georgia,0,,23,
3/12/2020,Germany,271,1,1567,3
3/12/2020,Gibraltar,0,,1,
3/12/2020,Greece,9,,98,1
3/12/2020,Guernsey,0,,1,
3/12/2020,Vatican,0,,1,
3/12/2020,Honduras,,,2,
3/12/2020,Hungary,0,,13,
3/12/2020,Iceland,0,,61,
3/12/2020,India,13,,73,
3/12/2020,Indonesia,7,0,34,1
3/12/2020,International,0,0,696,7
3/12/2020,Iran,958,63,9000,354
3/12/2020,Iraq,9,1,70,7
3/12/2020,Ireland,9,,43,1
3/12/2020,Israel,0,,75,
3/12/2020,Italy,2313,196,12462,827
3/12/2020,Jamaica,0,,1,
3/12/2020,Japan,52,3,620,15
3/12/2020,Jordan,0,,1,
3/12/2020,Kuwait,11,,80,
3/12/2020,Latvia,8,,16,
3/12/2020,Lebanon,25,2,66,3
3/12/2020,Liechtenstein,0,,1,
3/12/2020,Lithuania,2,,3,
3/12/2020,Luxembourg,12,,17,
3/12/2020,Malaysia,0,,129,
3/12/2020,Maldives,0,,8,
3/12/2020,Malta,2,,6,
3/12/2020,Martinique,0,,3,
3/12/2020,Mexico,4,,11,
3/12/2020,Monaco,0,,1,
3/12/2020,Mongolia,0,,1,
3/12/2020,Morocco,2,0,5,1
3/12/2020,Nepal,0,,1,
3/12/2020,Netherlands,121,1,503,5
3/12/2020,New Zealand,0,,5,
3/12/2020,Nigeria,0,,2,
3/12/2020,Macedonia,0,,7,
3/12/2020,Norway,212,,489,
3/12/2020,Palestine,0,,30,
3/12/2020,Oman,0,,18,
3/12/2020,Pakistan,3,,19,
3/12/2020,Panama,2,0,10,1
3/12/2020,Paraguay,0,,5,
3/12/2020,Peru,6,,17,
3/12/2020,Philippines,3,1,52,2
3/12/2020,Poland,22,,44,
3/12/2020,Portugal,0,,41,
3/12/2020,Qatar,238,,262,
3/12/2020,South Korea,114,6,7869,66
3/12/2020,Moldova,1,,4,
3/12/2020,Romania,23,,48,
3/12/2020,Russia,13,,20,
3/12/2020,Saint Barthlemy,0,,1,
3/12/2020,Saint Martin (French part),0,,2,
3/12/2020,San Marino,0,0,63,2
3/12/2020,Saudi Arabia,1,,21,
3/12/2020,Senegal,0,,4,
3/12/2020,Serbia,7,,19,
3/12/2020,Singapore,12,,178,
3/12/2020,Slovakia,3,,10,
3/12/2020,Slovenia,26,,57,
3/12/2020,South Africa,6,,13,
3/12/2020,Spain,501,12,2140,48
3/12/2020,Sri Lanka,1,,2,
3/12/2020,Sweden,135,,461,
3/12/2020,Switzerland,154,1,645,4
3/12/2020,Thailand,11,0,70,1
3/12/2020,United Kingdom,87,0,460,6
3/12/2020,Togo,0,,1,
3/12/2020,Tunisia,0,,6,
3/12/2020,Turkey,,,1,
3/12/2020,Ukraine,0,,1,
3/12/2020,United Arab Emirates,0,,74,
3/12/2020,United States,291,4,987,29
3/12/2020,Vietnam,4,,39,
3/12/2020,World,6936,317,125260,4613
3/13/2020,Afghanistan,0,,7,
3/13/2020,Albania,13,,23,
3/13/2020,Algeria,0,0,25,1
3/13/2020,Andorra,0,,1,
3/13/2020,Argentina,12,0,31,1
3/13/2020,Armenia,0,,1,
3/13/2020,Australia,18,0,140,3
3/13/2020,Austria,59,,361,1
3/13/2020,Azerbaijan,2,,11,
3/13/2020,Bahrain,6,,195,
3/13/2020,Bangladesh,0,,3,
3/13/2020,Belarus,0,,12,
3/13/2020,Belgium,0,,314,
3/13/2020,Bhutan,0,,1,
3/13/2020,Bolivia,1,,3,
3/13/2020,Bosnia and Herzegovina,0,,4,
3/13/2020,Brazil,25,,77,
3/13/2020,Brunei,0,,12,
3/13/2020,Bulgaria,0,0,7,1
3/13/2020,Burkina Faso,0,,2,
3/13/2020,Cambodia,2,,5,
3/13/2020,Cameroon,0,,2,
3/13/2020,Canada,45,0,138,1
3/13/2020,Chile,10,,33,
3/13/2020,China,10,7,80991,3180
3/13/2020,Colombia,0,,9,
3/13/2020,Costa Rica,9,,22,
3/13/2020,Croatia,0,,16,
3/13/2020,Cuba,,,3,
3/13/2020,Cyprus,0,,6,
3/13/2020,Czech Republic,22,,116,
3/13/2020,Cote d'Ivoire,0,,1,
3/13/2020,Democratic Republic of Congo,0,,1,
3/13/2020,Denmark,59,,674,
3/13/2020,Dominican Republic,0,,5,
3/13/2020,Ecuador,0,,17,
3/13/2020,Egypt,0,0,67,1
3/13/2020,Estonia,0,,13,
3/13/2020,Faeroe Islands,0,,2,
3/13/2020,Finland,69,,109,
3/13/2020,France,591,13,2860,61
3/13/2020,French Guiana,1,,6,
3/13/2020,French Polynesia,0,,1,
3/13/2020,Georgia,2,,25,
3/13/2020,Germany,802,3,2369,6
3/13/2020,Gibraltar,0,,1,
3/13/2020,Greece,0,0,98,1
3/13/2020,Guernsey,0,,1,
3/13/2020,Guyana,,,1,1
3/13/2020,Vatican,0,,1,
3/13/2020,Honduras,0,,2,
3/13/2020,Hungary,3,,16,
3/13/2020,Iceland,0,,61,
3/13/2020,India,1,,74,1
3/13/2020,Indonesia,0,0,34,1
3/13/2020,International,0,0,696,7
3/13/2020,Iran,1075,75,10075,429
3/13/2020,Iraq,0,0,70,7
3/13/2020,Ireland,27,0,70,1
3/13/2020,Israel,0,,75,
3/13/2020,Italy,2651,189,15113,1016
3/13/2020,Jamaica,0,,1,
3/13/2020,Japan,55,4,675,19
3/13/2020,Jersey,,,2,
3/13/2020,Jordan,0,,1,
3/13/2020,Kuwait,0,,80,
3/13/2020,Latvia,0,,16,
3/13/2020,Lebanon,0,0,66,3
3/13/2020,Liechtenstein,3,,4,
3/13/2020,Lithuania,0,,3,
3/13/2020,Luxembourg,0,,17,
3/13/2020,Malaysia,0,,129,
3/13/2020,Maldives,0,,8,
3/13/2020,Malta,3,,9,
3/13/2020,Martinique,1,,4,
3/13/2020,Mexico,1,,12,
3/13/2020,Monaco,0,,1,
3/13/2020,Mongolia,0,,1,
3/13/2020,Morocco,1,0,6,1
3/13/2020,Nepal,0,,1,
3/13/2020,Netherlands,111,0,614,5
3/13/2020,New Zealand,0,,5,
3/13/2020,Nigeria,0,,2,
3/13/2020,Macedonia,0,,7,
3/13/2020,Norway,0,,489,1
3/13/2020,Palestine,1,,31,
3/13/2020,Oman,0,,18,
3/13/2020,Pakistan,1,,20,
3/13/2020,Panama,4,0,14,1
3/13/2020,Paraguay,0,,5,
3/13/2020,Peru,5,,22,
3/13/2020,Philippines,0,0,52,2
3/13/2020,Poland,5,,49,1
3/13/2020,Portugal,0,,41,
3/13/2020,Qatar,0,,262,
3/13/2020,South Korea,110,0,7979,66
3/13/2020,Moldova,0,,4,
3/13/2020,Romania,0,,48,
3/13/2020,Russia,14,,34,
3/13/2020,Reunion,,,3,
3/13/2020,Saint Barthlemy,0,,1,
3/13/2020,Saint Martin (French part),0,,2,
3/13/2020,Saint Vincent and the Grenadines,,,1,
3/13/2020,San Marino,0,0,63,2
3/13/2020,Saudi Arabia,0,,21,
3/13/2020,Senegal,6,,10,
3/13/2020,Serbia,0,,19,
3/13/2020,Singapore,9,,187,
3/13/2020,Slovakia,11,,21,
3/13/2020,Slovenia,0,,57,
3/13/2020,South Africa,4,,17,
3/13/2020,Spain,825,36,2965,84
3/13/2020,Sri Lanka,1,,3,
3/13/2020,Sweden,159,,620,
3/13/2020,Switzerland,213,2,858,6
3/13/2020,Thailand,5,0,75,1
3/13/2020,United Kingdom,134,2,594,8
3/13/2020,Togo,0,,1,
3/13/2020,Tunisia,1,,7,
3/13/2020,Turkey,0,,1,
3/13/2020,Ukraine,2,,3,
3/13/2020,United Arab Emirates,11,,85,
3/13/2020,United States,277,7,1264,36
3/13/2020,Vietnam,0,,39,
3/13/2020,World,7488,338,132758,4956
3/14/2020,Afghanistan,0,,7,
3/14/2020,Albania,10,,33,1
3/14/2020,Algeria,1,1,26,2
3/14/2020,Andorra,1,,2,
3/14/2020,Antigua and Barbuda,,,1,
3/14/2020,Argentina,3,1,34,2
3/14/2020,Armenia,7,,8,
3/14/2020,Australia,57,0,197,3
3/14/2020,Austria,143,0,504,1
3/14/2020,Azerbaijan,0,,11,
3/14/2020,Bahrain,15,,210,
3/14/2020,Bangladesh,0,,3,
3/14/2020,Belarus,9,,21,
3/14/2020,Belgium,285,,599,
3/14/2020,Bhutan,0,,1,
3/14/2020,Bolivia,0,,3,
3/14/2020,Bosnia and Herzegovina,7,,11,
3/14/2020,Brazil,21,,98,
3/14/2020,Brunei,13,,25,
3/14/2020,Bulgaria,0,0,7,1
3/14/2020,Burkina Faso,0,,2,
3/14/2020,Cambodia,2,,7,
3/14/2020,Cameroon,0,,2,
3/14/2020,Canada,38,0,176,1
3/14/2020,Cayman Islands,,,1,
3/14/2020,Chile,10,,43,
3/14/2020,China,30,14,81021,3194
3/14/2020,Colombia,7,,16,
3/14/2020,Costa Rica,1,,23,
3/14/2020,Croatia,11,,27,
3/14/2020,Cuba,1,,4,
3/14/2020,Cyprus,8,,14,
3/14/2020,Czech Republic,34,,150,
3/14/2020,Cote d'Ivoire,0,,1,
3/14/2020,Democratic Republic of Congo,1,,2,
3/14/2020,Denmark,127,,801,
3/14/2020,Dominican Republic,0,,5,
3/14/2020,Ecuador,6,,23,
3/14/2020,Egypt,26,1,93,2
3/14/2020,Estonia,66,,79,
3/14/2020,Ethiopia,,,1,
3/14/2020,Faeroe Islands,1,,3,
3/14/2020,Finland,0,,109,
3/14/2020,France,780,18,3640,79
3/14/2020,French Guiana,0,,6,
3/14/2020,French Polynesia,0,,1,
3/14/2020,Gabon,,,1,
3/14/2020,Georgia,0,,25,
3/14/2020,Germany,693,0,3062,6
3/14/2020,Ghana,,,1,
3/14/2020,Gibraltar,0,,1,
3/14/2020,Greece,0,0,98,1
3/14/2020,Guadeloupe,,,1,
3/14/2020,Guernsey,0,,1,
3/14/2020,Guinea,,,1,
3/14/2020,Guyana,5,0,6,1
3/14/2020,Vatican,0,,1,
3/14/2020,Honduras,0,,2,
3/14/2020,Hungary,3,,19,
3/14/2020,Iceland,0,,61,
3/14/2020,India,8,1,82,2
3/14/2020,Indonesia,35,2,69,3
3/14/2020,International,1,0,697,7
3/14/2020,Iran,1289,85,11364,514
3/14/2020,Iraq,23,2,93,9
3/14/2020,Ireland,20,0,90,1
3/14/2020,Israel,25,,100,
3/14/2020,Italy,2547,252,17660,1268
3/14/2020,Jamaica,6,,7,
3/14/2020,Japan,41,2,716,21
3/14/2020,Jersey,0,,2,
3/14/2020,Jordan,0,,1,
3/14/2020,Kenya,,,1,
3/14/2020,Kuwait,20,,100,
3/14/2020,Latvia,0,,16,
3/14/2020,Lebanon,11,1,77,4
3/14/2020,Liechtenstein,0,,4,
3/14/2020,Lithuania,3,,6,
3/14/2020,Luxembourg,21,,38,1
3/14/2020,Malaysia,68,,197,
3/14/2020,Maldives,1,,9,
3/14/2020,Malta,3,,12,
3/14/2020,Martinique,2,,6,
3/14/2020,Mexico,14,,26,
3/14/2020,Monaco,1,,2,
3/14/2020,Mongolia,0,,1,
3/14/2020,Morocco,1,0,7,1
3/14/2020,Nepal,0,,1,
3/14/2020,Netherlands,190,5,804,10
3/14/2020,New Zealand,1,,6,
3/14/2020,Nigeria,0,,2,
3/14/2020,Macedonia,2,,9,
3/14/2020,Norway,261,0,750,1
3/14/2020,Palestine,4,,35,
3/14/2020,Oman,1,,19,
3/14/2020,Pakistan,1,,21,
3/14/2020,Panama,13,0,27,1
3/14/2020,Paraguay,1,,6,
3/14/2020,Peru,6,,28,
3/14/2020,Philippines,12,0,64,2
3/14/2020,Poland,15,0,64,1
3/14/2020,Portugal,71,,112,
3/14/2020,Puerto Rico,,,3,
3/14/2020,Qatar,0,,262,
3/14/2020,South Korea,107,6,8086,72
3/14/2020,Moldova,4,,8,
3/14/2020,Romania,16,,64,
3/14/2020,Russia,0,,34,
3/14/2020,Reunion,2,,5,
3/14/2020,Saint Barthlemy,0,,1,
3/14/2020,Saint Martin (French part),0,,2,
3/14/2020,Saint Vincent and the Grenadines,0,,1,
3/14/2020,San Marino,3,0,66,2
3/14/2020,Saudi Arabia,41,,62,
3/14/2020,Senegal,0,,10,
3/14/2020,Serbia,12,,31,
3/14/2020,Singapore,13,,200,
3/14/2020,Slovakia,9,,30,
3/14/2020,Slovenia,84,,141,
3/14/2020,South Africa,0,,17,
3/14/2020,Spain,1266,36,4231,120
3/14/2020,Sri Lanka,3,,6,
3/14/2020,Sudan,,,1,
3/14/2020,Sweden,155,,775,
3/14/2020,Switzerland,267,0,1125,6
3/14/2020,Thailand,0,0,75,1
3/14/2020,United Kingdom,208,2,802,10
3/14/2020,Togo,0,,1,
3/14/2020,Trinidad and Tobago,,,1,
3/14/2020,Tunisia,9,,16,
3/14/2020,Turkey,4,,5,
3/14/2020,Ukraine,0,,3,1
3/14/2020,United Arab Emirates,0,,85,
3/14/2020,United States,414,5,1678,41
3/14/2020,Venezuela,,,2,
3/14/2020,Vietnam,9,,48,
3/14/2020,World,9766,434,142539,5393
3/15/2020,Afghanistan,3,,10,
3/15/2020,Albania,5,0,38,1
3/15/2020,Algeria,11,1,37,3
3/15/2020,Andorra,0,,2,
3/15/2020,Antigua and Barbuda,0,,1,
3/15/2020,Argentina,11,0,45,2
3/15/2020,Armenia,0,,8,
3/15/2020,Australia,52,0,249,3
3/15/2020,Austria,296,0,800,1
3/15/2020,Azerbaijan,8,,19,
3/15/2020,Bahrain,1,,211,
3/15/2020,Bangladesh,0,,3,
3/15/2020,Belarus,0,,21,
3/15/2020,Belgium,90,,689,
3/15/2020,Bhutan,0,,1,
3/15/2020,Bolivia,0,,3,
3/15/2020,Bosnia and Herzegovina,7,,18,
3/15/2020,Brazil,23,,121,
3/15/2020,Brunei,15,,40,
3/15/2020,Bulgaria,36,1,43,2
3/15/2020,Burkina Faso,1,,3,
3/15/2020,Cambodia,0,,7,
3/15/2020,Cameroon,1,,3,
3/15/2020,Canada,68,0,244,1
3/15/2020,Cayman Islands,0,,1,
3/15/2020,Central African Republic,,,1,
3/15/2020,Chile,18,,61,
3/15/2020,China,27,10,81048,3204
3/15/2020,Colombia,8,,24,
3/15/2020,Congo,,,1,
3/15/2020,Costa Rica,0,,23,
3/15/2020,Croatia,10,,37,
3/15/2020,Cuba,0,,4,
3/15/2020,Curacao,,,2,
3/15/2020,Cyprus,7,,21,
3/15/2020,Czech Republic,64,,214,
3/15/2020,Cote d'Ivoire,2,,3,
3/15/2020,Democratic Republic of Congo,0,,2,
3/15/2020,Denmark,26,,827,
3/15/2020,Dominican Republic,0,,5,
3/15/2020,Ecuador,0,,23,
3/15/2020,Egypt,0,0,93,2
3/15/2020,Equatorial Guinea,,,1,
3/15/2020,Estonia,0,,79,
3/15/2020,Swaziland,,,1,
3/15/2020,Ethiopia,0,,1,
3/15/2020,Faeroe Islands,6,,9,
3/15/2020,Finland,101,,210,
3/15/2020,France,829,12,4469,91
3/15/2020,French Guiana,1,,7,
3/15/2020,French Polynesia,2,,3,
3/15/2020,Gabon,0,,1,
3/15/2020,Georgia,5,,30,
3/15/2020,Germany,733,2,3795,8
3/15/2020,Ghana,1,,2,
3/15/2020,Gibraltar,0,,1,
3/15/2020,Greece,130,1,228,2
3/15/2020,Guadeloupe,2,,3,
3/15/2020,Guernsey,0,,1,
3/15/2020,Guinea,0,,1,
3/15/2020,Guyana,1,0,7,1
3/15/2020,Vatican,0,,1,
3/15/2020,Honduras,0,,2,
3/15/2020,Hungary,13,,32,
3/15/2020,Iceland,77,,138,
3/15/2020,India,25,0,107,2
3/15/2020,Indonesia,48,1,117,4
3/15/2020,International,0,0,697,7
3/15/2020,Iran,1365,94,12729,608
3/15/2020,Iraq,0,0,93,9
3/15/2020,Ireland,39,1,129,2
3/15/2020,Israel,78,,178,
3/15/2020,Italy,3497,173,21157,1441
3/15/2020,Jamaica,1,,8,
3/15/2020,Japan,64,1,780,22
3/15/2020,Jersey,0,,2,
3/15/2020,Jordan,0,,1,
3/15/2020,Kazakhstan,,,6,
3/15/2020,Kenya,0,,1,
3/15/2020,Kuwait,12,,112,
3/15/2020,Latvia,14,,30,
3/15/2020,Lebanon,16,0,93,4
3/15/2020,Liechtenstein,0,,4,
3/15/2020,Lithuania,3,,9,
3/15/2020,Luxembourg,0,0,38,1
3/15/2020,Malaysia,41,,238,
3/15/2020,Maldives,1,,10,
3/15/2020,Malta,0,,12,
3/15/2020,Martinique,4,,10,
3/15/2020,Mauritania,,,1,
3/15/2020,Mayotte,,,1,
3/15/2020,Mexico,15,,41,
3/15/2020,Monaco,0,,2,
3/15/2020,Mongolia,0,,1,
3/15/2020,Morocco,11,0,18,1
3/15/2020,Namibia,,,2,
3/15/2020,Nepal,0,,1,
3/15/2020,Netherlands,155,2,959,12
3/15/2020,New Zealand,0,,6,
3/15/2020,Nigeria,0,,2,
3/15/2020,Macedonia,4,,13,
3/15/2020,Norway,157,0,907,1
3/15/2020,Palestine,3,,38,
3/15/2020,Oman,1,,20,
3/15/2020,Pakistan,7,,28,
3/15/2020,Panama,0,0,27,1
3/15/2020,Paraguay,0,,6,
3/15/2020,Peru,15,,43,
3/15/2020,Philippines,47,4,111,6
3/15/2020,Poland,47,2,111,3
3/15/2020,Portugal,0,,112,
3/15/2020,Puerto Rico,0,,3,
3/15/2020,Qatar,75,,337,
3/15/2020,South Korea,76,3,8162,75
3/15/2020,Moldova,4,,12,
3/15/2020,Romania,59,,123,
3/15/2020,Russia,0,,34,
3/15/2020,Reunion,1,,6,
3/15/2020,Saint Barthlemy,0,,1,
3/15/2020,Saint Martin (French part),0,,2,
3/15/2020,Saint Vincent and the Grenadines,0,,1,
3/15/2020,San Marino,26,3,92,5
3/15/2020,Saudi Arabia,41,,103,
3/15/2020,Senegal,11,,21,
3/15/2020,Serbia,10,,41,
3/15/2020,Singapore,12,,212,
3/15/2020,Slovakia,14,,44,
3/15/2020,Slovenia,0,,141,
3/15/2020,South Africa,21,,38,
3/15/2020,Spain,1522,16,5753,136
3/15/2020,Sri Lanka,5,,11,
3/15/2020,Sudan,0,,1,
3/15/2020,Sweden,149,,924,
3/15/2020,Switzerland,234,5,1359,11
3/15/2020,Thailand,0,0,75,1
3/15/2020,United Kingdom,342,11,1144,21
3/15/2020,Togo,0,,1,
3/15/2020,Trinidad and Tobago,0,,1,
3/15/2020,Tunisia,0,,16,
3/15/2020,Turkey,0,,5,
3/15/2020,Ukraine,0,0,3,1
3/15/2020,United Arab Emirates,0,,85,
3/15/2020,United States,0,0,1678,41
3/15/2020,Venezuela,0,,2,
3/15/2020,Vietnam,5,,53,
3/15/2020,World,10968,343,153523,5736
3/16/2020,Afghanistan,6,,16,
3/16/2020,Albania,4,0,42,1
3/16/2020,Algeria,12,0,49,3
3/16/2020,Andorra,0,,2,
3/16/2020,Antigua and Barbuda,0,,1,
3/16/2020,Argentina,11,0,56,2
3/16/2020,Armenia,18,,26,
3/16/2020,Australia,49,2,298,5
3/16/2020,Austria,159,0,959,1
3/16/2020,Azerbaijan,0,,19,
3/16/2020,Bahrain,10,,221,1
3/16/2020,Bangladesh,2,,5,
3/16/2020,Belarus,15,,36,
3/16/2020,Belgium,396,,1085,5
3/16/2020,Bhutan,0,,1,
3/16/2020,Bolivia,8,,11,
3/16/2020,Bosnia and Herzegovina,0,,18,
3/16/2020,Brazil,79,,200,
3/16/2020,Brunei,10,,50,
3/16/2020,Bulgaria,8,0,51,2
3/16/2020,Burkina Faso,0,,3,
3/16/2020,Cambodia,5,,12,
3/16/2020,Cameroon,0,,3,
3/16/2020,Canada,60,0,304,1
3/16/2020,Cayman Islands,0,,1,1
3/16/2020,Central African Republic,0,,1,
3/16/2020,Chile,14,,75,
3/16/2020,China,29,14,81077,3218
3/16/2020,Colombia,0,,24,
3/16/2020,Congo,0,,1,
3/16/2020,Costa Rica,0,,23,
3/16/2020,Croatia,12,,49,
3/16/2020,Cuba,0,,4,
3/16/2020,Curacao,0,,2,
3/16/2020,Cyprus,12,,33,
3/16/2020,Czech Republic,84,,298,
3/16/2020,Cote d'Ivoire,0,,3,
3/16/2020,Democratic Republic of Congo,0,,2,
3/16/2020,Denmark,71,,898,1
3/16/2020,Dominican Republic,0,,5,
3/16/2020,Ecuador,14,,37,2
3/16/2020,Egypt,33,0,126,2
3/16/2020,Equatorial Guinea,0,,1,
3/16/2020,Estonia,126,,205,
3/16/2020,Swaziland,0,,1,
3/16/2020,Ethiopia,0,,1,
3/16/2020,Faeroe Islands,2,,11,
3/16/2020,Finland,57,,267,
3/16/2020,France,911,36,5380,127
3/16/2020,French Guiana,0,,7,
3/16/2020,French Polynesia,0,,3,
3/16/2020,Gabon,0,,1,
3/16/2020,Georgia,3,,33,
3/16/2020,Germany,1043,4,4838,12
3/16/2020,Ghana,0,,2,
3/16/2020,Gibraltar,0,,1,
3/16/2020,Greece,103,2,331,4
3/16/2020,Guadeloupe,3,,6,
3/16/2020,Guatemala,,,1,1
3/16/2020,Guernsey,0,,1,
3/16/2020,Guinea,0,,1,
3/16/2020,Guyana,,0,,1
3/16/2020,Vatican,0,,1,
3/16/2020,Honduras,0,,2,
3/16/2020,Hungary,7,,39,1
3/16/2020,Iceland,0,,138,
3/16/2020,India,7,0,114,2
3/16/2020,Indonesia,0,0,117,4
3/16/2020,International,15,0,712,7
3/16/2020,Iran,2262,245,14991,853
3/16/2020,Iraq,31,0,124,9
3/16/2020,Ireland,40,0,169,2
3/16/2020,Israel,22,,200,
3/16/2020,Italy,3590,368,24747,1809
3/16/2020,Jamaica,2,,10,
3/16/2020,Japan,34,2,814,24
3/16/2020,Jersey,0,,2,
3/16/2020,Jordan,5,,6,
3/16/2020,Kazakhstan,0,,6,
3/16/2020,Kenya,0,,1,
3/16/2020,Kuwait,0,,112,
3/16/2020,Latvia,1,,31,
3/16/2020,Lebanon,6,,99,
3/16/2020,Liechtenstein,3,,7,
3/16/2020,Lithuania,5,,14,
3/16/2020,Luxembourg,0,0,38,1
3/16/2020,Malaysia,315,,553,
3/16/2020,Maldives,3,,13,
3/16/2020,Malta,9,,21,
3/16/2020,Martinique,5,,15,
3/16/2020,Mauritania,0,,1,
3/16/2020,Mayotte,0,,1,
3/16/2020,Mexico,12,,53,
3/16/2020,Monaco,7,,9,
3/16/2020,Mongolia,0,,1,
3/16/2020,Morocco,10,0,28,1
3/16/2020,Namibia,0,,2,
3/16/2020,Nepal,0,,1,
3/16/2020,Netherlands,176,8,1135,20
3/16/2020,New Zealand,0,,6,
3/16/2020,Nigeria,0,,2,
3/16/2020,Macedonia,0,,13,
3/16/2020,Norway,170,0,1077,1
3/16/2020,Palestine,0,,38,
3/16/2020,Oman,2,,22,
3/16/2020,Pakistan,24,,52,
3/16/2020,Panama,16,0,43,1
3/16/2020,Paraguay,2,,8,
3/16/2020,Peru,28,,71,
3/16/2020,Philippines,29,6,140,12
3/16/2020,Poland,39,0,150,3
3/16/2020,Portugal,133,,245,
3/16/2020,Puerto Rico,0,,3,
3/16/2020,Qatar,64,,401,
3/16/2020,South Korea,74,0,8236,75
3/16/2020,Moldova,11,,23,
3/16/2020,Romania,35,,158,
3/16/2020,Russia,29,,63,
3/16/2020,Rwanda,,,5,
3/16/2020,Reunion,3,,9,
3/16/2020,Saint Barthlemy,2,,3,
3/16/2020,Saint Lucia,,,1,
3/16/2020,Saint Martin (French part),0,,2,
3/16/2020,Saint Vincent and the Grenadines,0,,1,
3/16/2020,San Marino,0,0,92,5
3/16/2020,Saudi Arabia,0,,103,
3/16/2020,Senegal,5,,26,
3/16/2020,Serbia,0,,41,
3/16/2020,Seychelles,,,2,
3/16/2020,Singapore,31,,243,
3/16/2020,Slovakia,17,,61,
3/16/2020,Slovenia,78,,219,
3/16/2020,South Africa,13,,51,
3/16/2020,Spain,2000,152,7753,288
3/16/2020,Sri Lanka,8,,19,
3/16/2020,Sudan,0,,1,1
3/16/2020,Suriname,,,1,
3/16/2020,Sweden,68,,992,3
3/16/2020,Switzerland,841,2,2200,13
3/16/2020,Thailand,39,0,114,1
3/16/2020,United Kingdom,251,14,1395,35
3/16/2020,Togo,0,,1,
3/16/2020,Trinidad and Tobago,1,,2,
3/16/2020,Tunisia,2,,18,
3/16/2020,Turkey,0,,5,
3/16/2020,Ukraine,0,0,3,1
3/16/2020,United Arab Emirates,13,,98,
3/16/2020,United States,0,0,1678,41
3/16/2020,Uruguay,,,4,
3/16/2020,Uzbekistan,,,4,
3/16/2020,Venezuela,0,,2,
3/16/2020,Vietnam,4,,57,
3/16/2020,World,13968,855,167502,6603
